FILENAME: `MaxiOps/feeDistributions/2024-09-12/2024-09-12.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `74f0da1654d7cc30584fe398bd421458dbdbe3c2`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/2a6ec6f1-2cb6-4492-b21d-36e402e02f2d)

```
+----------+-------------------------------------------------+-------------------------------------------------------------------------+-------------------------------------------------+-----+----------+
| function | token_symbol                                    | recipient                                                               | amount                                          | bip | tx_index |
| depositBribe | DOLA sDOLA                                                         | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    4     |
|              | 0x264062ca46a1322c2e6464471764089e01f22f1900000000000000000000066b |  781.3148(781314800)                              | 0x374772c3849574196515b3f1196d5b807a2997b394f61338bb77d0b241d8e0df |         |          |
| depositBribe | wstETH-50% ACX-50%                                                 | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    5     |
|              | 0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466 |  1958.8005(1958800500)                            | 0xe71103e76460c687649b7fef55f411db9c3f3e14067689822494328394b48e4b |         |          |
| depositBribe | rETH sfrxETH wstETH                                                | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    6     |
|              | 0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b |  551.7745(551774500)                              | 0xbd289a16c8632127837dc9aaeaac774103472e81246bc6e73d982e5592d7ffd3 |         |          |
| depositBribe | WETH ezETH                                                         | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    7     |
|              | 0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659 |  3285.8283(3285828300)                            | 0x9dbc094e3628d47695438a384279c49dbc7ea1ec5195c7a74ec2acf617b35e95 |         |          |
| depositBribe | pufETH wstETH                                                      | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    8     |
|              | 0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681 |  403.9695(403969500)                              | 0x3addcf5d0b4de5d0ca01aca49b9152ae31988e127a72278263fb0d2feeab61f1 |         |          |
| depositBribe | rsETH ETHx                                                         | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    9     |
|              | 0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d |  174.7937(174793700)                              | 0x08fc8c8bfce86f5fb7e72f4213517208421ef68f351f91c00be0339344db711d |         |          |
| depositBribe | weETH ezETH rswETH                                                 | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    10    |
|              | 0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a |  1318.0394(1318039400)                            | 0x2ff31fa719ffb25eeb673ce7792433ad3f32b44a6bbf9b7bd9177c11e72c7a51 |         |          |
| depositBribe | wstETH WETH                                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    11    |
|              | 0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2 |  4153.1288(4153128800)                            | 0x5393491357661cb2d39d5057abeaf751616b755a33a39ac0268b6bba440130f3 |         |          |
| depositBribe | rETH-50% RPL-50%                                                   | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    12    |
|              | 0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462 |  907.6924(907692400)                              | 0x141872391b371d834979669a2f6ab67381c163cbfe3b3293bb41bb83f99a9da0 |         |          |
| depositBribe | sUSDe USDC                                                         | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    13    |
|              | 0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689 |  775.255(775255000)                               | 0x534eb2e0dff0b465a2278ea916e1d6eed99e6f8d8dd551430750af9371b09796 |         |          |
| depositBribe | ETHx wstETH                                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    14    |
|              | 0xb91159aa527d4769cb9faf3e4adb760c7e8c8ea700000000000000000000067c |  626.0716(626071600)                              | 0xd3c4003d9ddc9b88014f0b81bc812752e80d749b476bc51e4f172bcc1f2aa6de |         |          |
| depositBribe | swETH WETH                                                         | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    15    |
|              | 0xe7e2c68d3b13d905bbb636709cf4dfd21076b9d20000000000000000000005ca |  544.3079(544307900)                              | 0x3421a1fa438ff3366d709e7c95f216034b1a0bd35e33dba3c3c27998863ba710 |         |          |
| depositBribe | sDAI ShezUSD                                                       | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    16    |
|              | 0xed0df9cd16d806e8a523805e53cf0c56e6db4d1d000000000000000000000687 |  773.0804(773080400)                              | 0x8ac7e1cdb7027ad6c85510ced04226736826af98d9add220ba6dd5edd723d58c |         |          |
| depositBribe | wstETH cbETH (GYROE)                                               | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    17    |
|              | 0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0 |  686.1374(686137400)                              | 0xbe7cb0d7913723170b7aee386143aa0337b043cf1b8432cb0131b8ffd2ab04f4 |         |          |
| depositBribe | USDT USDC GHO                                                      | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    18    |
|              | 0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9 |  741.3644(741364400)                              | 0xf7584003dcd19d66e6354e5d6da2e1d087ef28ecb175d098c47ecaf038c4b46f |         |          |
| depositBribe | STG-50% USDC-50%                                                   | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    19    |
|              | 0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5 |  117.7663(117766300)                              | 0xb77540810d85a619ece994507eea9d81cdf80853be8c230dc60c8ca28f3695af |         |          |
| depositBribe | RDNT-80% WETH-20%                                                  | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    20    |
|              | 0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617 |  600.768(600768000)                               | 0x837f67cbf3add27893d9913543d7b3a0815feca7fa629cb64a10d3717c66830c |         |          |
| depositBribe | (A) sFRAX 4POOL-BPT                                                | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    21    |
|              | 0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc |  151.1127(151112700)                              | 0x800eefe3ee3d0574e390f833bba777aa3d0b6fa0cb3d599d2f2fc651f05174d9 |         |          |
| depositBribe | (A) rETH cbETH wstETH                                              | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    22    |
|              | 0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500 |  139.1534(139153400)                              | 0x897faa513f9820b44b25d0756f1e5337f28c506bdae93da8509b2e16d880055c |         |          |
| depositBribe | (A) wstETH WETH (GYROE)                                            | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    23    |
|              | 0x7967fa58b9501600d96bd843173b9334983ee6e600020000000000000000056e |  685.9804(685980400)                              | 0x9211c605c0a7fa383d5bb82f1c30a0fa01dc7a5293ab31d7bac36d29d84a540f |         |          |
| depositBribe | (A) wstETH ETHx                                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    24    |
|              | 0x7b54c44fbe6db6d97fd22b8756f89c0af16202cc00000000000000000000053c |  299.1422(299142200)                              | 0x235c6e66a308f166c04afe3e641b54bedb50923b93d9335f36db3bdf1d8cb23b |         |          |
| depositBribe | (A) USDC sUSX                                                      | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    25    |
|              | 0x8d58755ca11d2c7273fed72aeb637e38a66c228c00000000000000000000058c |  323.8607(323860700)                              | 0xe8b56fa5129613c439c48b490c50f1e54a31201113abd0f40422ab5129c7296c |         |          |
| depositBribe | (A) wstETH WETH                                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    26    |
|              | 0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498 |  122.2702(122270200)                              | 0x8a9b12b747f0a683e5721aab45ae6f9ff3b521263473b24119b072ef56f5a31f |         |          |
| depositBribe | (A) ezETH wstETH                                                   | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    27    |
|              | 0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516 |  160.7981(160798100)                              | 0x35f0db0217e1509c9edc86b7b4017a5d9d2b4d68a3e3388e97ee3597dc27422f |         |          |
| depositBribe | (A) wstETH sfrxETH                                                 | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    28    |
|              | 0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3 |  386.5859(386585900)                              | 0xacdacd275adf9d49b7298e3c8a8aeadbcf55a5c4af7d2e89fe30b47c9daa71c1 |         |          |
| depositBribe | (A) weETH wstETH (GYROE)                                           | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    29    |
|              | 0xcdcef9765d369954a4a936064535710f7235110a000200000000000000000558 |  319.424(319424000)                               | 0x453430b3fcee27035fac06f6b70875101fb394e6658059f35cf7faeebc1323c3 |         |          |
| depositBribe | (A) rETH WETH                                                      | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    30    |
|              | 0xd0ec47c54ca5e20aaae4616c25c825c7f48d40690000000000000000000004ef |  635.0372(635037200)                              | 0xbd7630d0e05b94dc91a35b417ecb286391af930bcc3e87c50f19486fb379fd73 |         |          |
| depositBribe | (A) WETH WOETH (GYROE)                                             | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    31    |
|              | 0xef0c116a2818a5b1a5d836a291856a321f43c2fb00020000000000000000053a |  762.3656(762365600)                              | 0x7d9054cc6e2e14472f6685634b07c4aad4175cb72a4aa825a38e3e30d8265424 |         |          |
| depositBribe | (A) weETH WETH                                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    32    |
|              | 0xf13758d6edd1937dcb3f4fe75889b579d400299a000000000000000000000595 |  657.3548(657354800)                              | 0xa081cb17f847afe52e6bbdc5d151f91e7185d33a1746eaa1fe0847637247299c |         |          |
| depositBribe | (A) WETH-20% RDNT-80%                                              | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    33    |
|              | 0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd |  5780.0124(5780012400)                            | 0x621f3eb8fd5653e67afdb1f8a9e00ecd874b66cc9fa5a2cfa0733985196831fe |         |          |
| depositBribe | (P) wPOL MaticX                                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    34    |
|              | 0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22 |  1666.9068(1666906800)                            | 0xcbb8720a0ad5592ac16f8e384579708c9c9c95f42b36186b677ff8ed015b5a1a |         |          |
| depositBribe | (B) weETH WETH                                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    35    |
|              | 0xab99a3e856deb448ed99713dfce62f937e2d4d74000000000000000000000118 |  544.7964(544796400)                              | 0x1fa5e76578ca2d9cfce1e94a5a1e989f5c48ab1614e760a291e9f8d9e8c335bf |         |          |
| depositBribe | (B) WETH rETH                                                      | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    36    |
|              | 0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023 |  638.6558(638655800)                              | 0xc20113e699a8cc094b01a28cda05f42e052b32fb52da0e75677696fa53f414d5 |         |          |
| depositBribe | (AV) sAVAX WAVAX                                                   | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    37    |
|              | 0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c |  879.9545(879954500)                              | 0x914f232c88637f3f301e1309049974e16a8ad3a4ed7989a1dd6cb7199c93ca30 |         |          |
| depositBribe | (G) WETH wstETH                                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | balancer                                                           | 2       |    38    |
|              | 0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034 |  3443.6647(3443664700)                            | 0xfa663e35d2750065af9ccb9b839d2dc90eb496bc7a5564d97cafa241904310e0 |         |          |
| depositBribe | ComposableStable rETH/weETH                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    39    |
|              | 0x05ff47afada98a98982113758878f9a8b9fdda0a000000000000000000000645 |  3302.8044(3302804400)                            | 0xe5e764574f51f588997f73047f8d1d869102330f6cc45a29cab33e68c39dbc0b |         |          |
| depositBribe | 50/50 wstETH/ACX                                                   | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    40    |
|              | 0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466 |  6010.7437(6010743700)                            | 0xe71103e76460c687649b7fef55f411db9c3f3e14067689822494328394b48e4b |         |          |
| depositBribe | ComposableStable amphrETH/rstETH/wstETH/Re7LRT/steakLRT            | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    41    |
|              | 0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1 |  1414.4691(1414469100)                            | 0xb9c1265259e78e20592919155255ad412dee819be30d89707d6e987ebd42961f |         |          |
| depositBribe | ComposableStable rETH/sfrxETH/wstETH                               | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    42    |
|              | 0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b |  3012.5975(3012597500)                            | 0xbd289a16c8632127837dc9aaeaac774103472e81246bc6e73d982e5592d7ffd3 |         |          |
| depositBribe | ComposableStable USDC-DAI-USDT/sDAI                                | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    43    |
|              | 0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a |  1241.0942(1241094200)                            | 0xec07bcbfd9d7138d9bac720335e00213d49230fad03f64c3bd0d454f1a1b7b27 |         |          |
| depositBribe | ComposableStable WETH/ezETH                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    44    |
|              | 0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659 |  8838.427(8838427000)                             | 0x9dbc094e3628d47695438a384279c49dbc7ea1ec5195c7a74ec2acf617b35e95 |         |          |
| depositBribe | ComposableStable pufETH/wstETH                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    45    |
|              | 0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681 |  2697.6483(2697648300)                            | 0x3addcf5d0b4de5d0ca01aca49b9152ae31988e127a72278263fb0d2feeab61f1 |         |          |
| depositBribe | ComposableStable rsETH/ETHx                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    46    |
|              | 0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d |  2209.3117(2209311700)                            | 0x08fc8c8bfce86f5fb7e72f4213517208421ef68f351f91c00be0339344db711d |         |          |
| depositBribe | ComposableStable weETH/ezETH/rswETH                                | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    47    |
|              | 0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a |  4645.3847(4645384700)                            | 0x2ff31fa719ffb25eeb673ce7792433ad3f32b44a6bbf9b7bd9177c11e72c7a51 |         |          |
| depositBribe | ComposableStable wstETH/WETH                                       | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    48    |
|              | 0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2 |  10686.5049(10686504900)                          | 0x5393491357661cb2d39d5057abeaf751616b755a33a39ac0268b6bba440130f3 |         |          |
| depositBribe | 50/50 rETH/RPL                                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    49    |
|              | 0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462 |  3771.0008(3771000800)                            | 0x141872391b371d834979669a2f6ab67381c163cbfe3b3293bb41bb83f99a9da0 |         |          |
| depositBribe | ComposableStable sUSDe/USDC                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    50    |
|              | 0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689 |  3488.7984(3488798400)                            | 0x534eb2e0dff0b465a2278ea916e1d6eed99e6f8d8dd551430750af9371b09796 |         |          |
| depositBribe | ComposableStable wstETH/ankrETH                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    51    |
|              | 0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558 |  944.7124(944712400)                              | 0x4f26a1373247b9b8cdfa95eac55e54689f25a43afe7b8f992e5e9ef766d961ea |         |          |
| depositBribe | Gyroe WETH/wstETH                                                  | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    52    |
|              | 0xf01b0684c98cd7ada480bfdf6e43876422fa1fc10002000000000000000005de |  932.8015(932801500)                              | 0xe433dcc60ff593a33effc72b74b927bd050f80bff0ce1902e0298036f87eeb30 |         |          |
| depositBribe | 80/20 ALCX/WETH                                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    53    |
|              | 0xf16aee6a71af1a9bc8f56975a4c2705ca7a782bc0002000000000000000004bb |  1711.8923(1711892300)                            | 0x032da7c2d942c0e5982a4c06651997dccbe2003f8930e8670ed63d6806e7380e |         |          |
| depositBribe | ComposableStable USDT/USDC/GHO                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    54    |
|              | 0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9 |  3416.5826(3416582600)                            | 0xf7584003dcd19d66e6354e5d6da2e1d087ef28ecb175d098c47ecaf038c4b46f |         |          |
| depositBribe | 50/50 STG/USDC                                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    55    |
|              | 0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5 |  2087.794899(2087794899)                          | 0xb77540810d85a619ece994507eea9d81cdf80853be8c230dc60c8ca28f3695af |         |          |
| depositBribe | 80/20 RDNT/WETH                                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    56    |
|              | 0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617 |  3116.9943(3116994300)                            | 0x837f67cbf3add27893d9913543d7b3a0815feca7fa629cb64a10d3717c66830c |         |          |
| depositBribe | a-ComposableStable sFRAX/4POOL-BPT                                 | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    57    |
|              | 0x2ce4457acac29da4736ae6f5cd9f583a6b335c270000000000000000000004dc |  970.8939(970893900)                              | 0x800eefe3ee3d0574e390f833bba777aa3d0b6fa0cb3d599d2f2fc651f05174d9 |         |          |
| depositBribe | a-ComposableStable rETH/cbETH/wstETH                               | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    58    |
|              | 0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500 |  945.4105(945410500)                              | 0x897faa513f9820b44b25d0756f1e5337f28c506bdae93da8509b2e16d880055c |         |          |
| depositBribe | a-ComposableStable wstETH/ETHx                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    59    |
|              | 0x7b54c44fbe6db6d97fd22b8756f89c0af16202cc00000000000000000000053c |  1286.3209(1286320900)                            | 0x235c6e66a308f166c04afe3e641b54bedb50923b93d9335f36db3bdf1d8cb23b |         |          |
| depositBribe | a-ComposableStable USDC/sUSX                                       | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    60    |
|              | 0x8d58755ca11d2c7273fed72aeb637e38a66c228c00000000000000000000058c |  1338.9916(1338991600)                            | 0xe8b56fa5129613c439c48b490c50f1e54a31201113abd0f40422ab5129c7296c |         |          |
| depositBribe | a-ComposableStable wstETH/WETH                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    61    |
|              | 0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498 |  909.4352(909435200)                              | 0x8a9b12b747f0a683e5721aab45ae6f9ff3b521263473b24119b072ef56f5a31f |         |          |
| depositBribe | a-ComposableStable ezETH/wstETH                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    62    |
|              | 0xb61371ab661b1acec81c699854d2f911070c059e000000000000000000000516 |  991.5318(991531800)                              | 0x35f0db0217e1509c9edc86b7b4017a5d9d2b4d68a3e3388e97ee3597dc27422f |         |          |
| depositBribe | a-ComposableStable wstETH/sfrxETH                                  | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    63    |
|              | 0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3 |  1472.6489(1472648900)                            | 0xacdacd275adf9d49b7298e3c8a8aeadbcf55a5c4af7d2e89fe30b47c9daa71c1 |         |          |
| depositBribe | a-Gyroe weETH/wstETH                                               | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    64    |
|              | 0xcdcef9765d369954a4a936064535710f7235110a000200000000000000000558 |  1329.5383(1329538300)                            | 0x453430b3fcee27035fac06f6b70875101fb394e6658059f35cf7faeebc1323c3 |         |          |
| depositBribe | a-80/20 RDNT/WETH                                                  | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    65    |
|              | 0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd |  12965.176(12965176000)                           | 0x621f3eb8fd5653e67afdb1f8a9e00ecd874b66cc9fa5a2cfa0733985196831fe |         |          |
| depositBribe | p-ComposableStable wPOL/MaticX                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    66    |
|              | 0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22 |  3551.911(3551911000)                             | 0xcbb8720a0ad5592ac16f8e384579708c9c9c95f42b36186b677ff8ed015b5a1a |         |          |
| depositBribe | av-ComposableStable sAVAX/WAVAX                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    67    |
|              | 0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c |  1875.0414(1875041400)                            | 0x914f232c88637f3f301e1309049974e16a8ad3a4ed7989a1dd6cb7199c93ca30 |         |          |
| depositBribe | g-ComposableStable WETH/wstETH                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    68    |
|              | 0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034 |  7337.8968(7337896800)                            | 0xfa663e35d2750065af9ccb9b839d2dc90eb496bc7a5564d97cafa241904310e0 |         |          |
