FILENAME: `MaxiOps/feeDistributions/2024-08-01/2024-08-01.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `e4886f119b7be7eed7299630f1133704ec64b780`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/0f522fde-db90-4c7e-a21e-8b888e80daa1)
```
+----------+-------------------------------------------------+-------------------------------------------------------------------------+-------------------------------------------------+-----+----------+
| function | token_symbol                                    | recipient                                                               | amount                                          | bip | tx_index |
| depositBribe | 50/50 wstETH/ACX                                                   | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    39    |
|              | 0x36be1e97ea98ab43b4debf92742517266f5731a3000200000000000000000466 |  4477.5613(4477561300)                            | 0xe71103e76460c687649b7fef55f411db9c3f3e14067689822494328394b48e4b |         |          |
| depositBribe | ComposableStable amphrETH/rstETH/wstETH/Re7LRT/steakLRT            | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    40    |
|              | 0x4216d5900a6109bba48418b5e2ab6cc4e61cf4770000000000000000000006a1 |  1046.341799(1046341799)                          | 0xb9c1265259e78e20592919155255ad412dee819be30d89707d6e987ebd42961f |         |          |
| depositBribe | ComposableStable rETH/sfrxETH/wstETH                               | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    41    |
|              | 0x42ed016f826165c2e5976fe5bc3df540c5ad0af700000000000000000000058b |  2526.0513(2526051300)                            | 0xbd289a16c8632127837dc9aaeaac774103472e81246bc6e73d982e5592d7ffd3 |         |          |
| depositBribe | ComposableStable USDC-DAI-USDT/sDAI                                | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    42    |
|              | 0x49cbd67651fbabce12d1df18499896ec87bef46f00000000000000000000064a |  1002.2436(1002243600)                            | 0xec07bcbfd9d7138d9bac720335e00213d49230fad03f64c3bd0d454f1a1b7b27 |         |          |
| depositBribe | ComposableStable WETH/ezETH                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    43    |
|              | 0x596192bb6e41802428ac943d2f1476c1af25cc0e000000000000000000000659 |  14294.1106(14294110600)                          | 0x9dbc094e3628d47695438a384279c49dbc7ea1ec5195c7a74ec2acf617b35e95 |         |          |
| depositBribe | ComposableStable pufETH/wstETH                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    44    |
|              | 0x63e0d47a6964ad1565345da9bfa66659f4983f02000000000000000000000681 |  2012.1424(2012142400)                            | 0x3addcf5d0b4de5d0ca01aca49b9152ae31988e127a72278263fb0d2feeab61f1 |         |          |
| depositBribe | ComposableStable rsETH/ETHx                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    45    |
|              | 0x7761b6e0daa04e70637d81f1da7d186c205c2ade00000000000000000000065d |  2277.9631(2277963100)                            | 0x08fc8c8bfce86f5fb7e72f4213517208421ef68f351f91c00be0339344db711d |         |          |
| depositBribe | ComposableStable weETH/ezETH/rswETH                                | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    46    |
|              | 0x848a5564158d84b8a8fb68ab5d004fae11619a5400000000000000000000066a |  5125.1334(5125133400)                            | 0x2ff31fa719ffb25eeb673ce7792433ad3f32b44a6bbf9b7bd9177c11e72c7a51 |         |          |
| depositBribe | ComposableStable wstETH/WETH                                       | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    47    |
|              | 0x93d199263632a4ef4bb438f1feb99e57b4b5f0bd0000000000000000000005c2 |  8565.513199(8565513199)                          | 0x5393491357661cb2d39d5057abeaf751616b755a33a39ac0268b6bba440130f3 |         |          |
| depositBribe | 50/50 rETH/RPL                                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    48    |
|              | 0x9f9d900462492d4c21e9523ca95a7cd86142f298000200000000000000000462 |  3757.0972(3757097200)                            | 0x141872391b371d834979669a2f6ab67381c163cbfe3b3293bb41bb83f99a9da0 |         |          |
| depositBribe | ComposableStable sUSDe/USDC                                        | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    49    |
|              | 0xb819feef8f0fcdc268afe14162983a69f6bf179e000000000000000000000689 |  5556.7019(5556701900)                            | 0x534eb2e0dff0b465a2278ea916e1d6eed99e6f8d8dd551430750af9371b09796 |         |          |
| depositBribe | ComposableStable wstETH/ankrETH                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    50    |
|              | 0xdfe6e7e18f6cc65fa13c8d8966013d4fda74b6ba000000000000000000000558 |  1316.045(1316045000)                             | 0x4f26a1373247b9b8cdfa95eac55e54689f25a43afe7b8f992e5e9ef766d961ea |         |          |
| depositBribe | Gyroe wstETH/cbETH                                                 | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    51    |
|              | 0xf7a826d47c8e02835d94fb0aa40f0cc9505cb1340002000000000000000005e0 |  992.0756(992075600)                              | 0xbe7cb0d7913723170b7aee386143aa0337b043cf1b8432cb0131b8ffd2ab04f4 |         |          |
| depositBribe | ComposableStable USDT/USDC/GHO                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    52    |
|              | 0x8353157092ed8be69a9df8f95af097bbf33cb2af0000000000000000000005d9 |  1735.7514(1735751400)                            | 0xf7584003dcd19d66e6354e5d6da2e1d087ef28ecb175d098c47ecaf038c4b46f |         |          |
| depositBribe | 50/50 STG/USDC                                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    53    |
|              | 0x3ff3a210e57cfe679d9ad1e9ba6453a716c56a2e0002000000000000000005d5 |  2205.2612(2205261200)                            | 0xb77540810d85a619ece994507eea9d81cdf80853be8c230dc60c8ca28f3695af |         |          |
| depositBribe | 80/20 RDNT/WETH                                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    54    |
|              | 0xcf7b51ce5755513d4be016b0e28d6edeffa1d52a000200000000000000000617 |  1943.4606(1943460600)                            | 0x837f67cbf3add27893d9913543d7b3a0815feca7fa629cb64a10d3717c66830c |         |          |
| depositBribe | a-ComposableStable rETH/cbETH/wstETH                               | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    55    |
|              | 0x2d6ced12420a9af5a83765a8c48be2afcd1a8feb000000000000000000000500 |  1579.7945(1579794500)                            | 0x897faa513f9820b44b25d0756f1e5337f28c506bdae93da8509b2e16d880055c |         |          |
| depositBribe | a-Gyroe AaveUSDCn/GHO                                              | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    56    |
|              | 0x46472cba35e6800012aa9fcc7939ff07478c473e00020000000000000000056c |  1431.6194(1431619400)                            | 0xc69ffa3cec5bc11c9793a1249af1f0753137fc81fc125c4beac5f0ea20f381c5 |         |          |
| depositBribe | a-ComposableStable wstETH/WETH                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    57    |
|              | 0x9791d590788598535278552eecd4b211bfc790cb000000000000000000000498 |  1707.7924(1707792400)                            | 0x8a9b12b747f0a683e5721aab45ae6f9ff3b521263473b24119b072ef56f5a31f |         |          |
| depositBribe | a-ComposableStable wstETH/sfrxETH                                  | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    58    |
|              | 0xc2598280bfea1fe18dfcabd21c7165c40c6859d30000000000000000000004f3 |  1389.6165(1389616500)                            | 0xacdacd275adf9d49b7298e3c8a8aeadbcf55a5c4af7d2e89fe30b47c9daa71c1 |         |          |
| depositBribe | a-Gyroe weETH/wstETH                                               | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    59    |
|              | 0xcdcef9765d369954a4a936064535710f7235110a000200000000000000000558 |  947.7409(947740900)                              | 0x453430b3fcee27035fac06f6b70875101fb394e6658059f35cf7faeebc1323c3 |         |          |
| depositBribe | a-ComposableStable USDC/gUSDC                                      | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    60    |
|              | 0xe8a6026365254f779b6927f00f8724ea1b8ae5e0000000000000000000000580 |  1136.5417(1136541700)                            | 0xad58b05cfc3a960b432abea8e6e1b0038e20cf0f34995557c3bf59c50739cb25 |         |          |
| depositBribe | a-80/20 RDNT/WETH                                                  | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    61    |
|              | 0x32df62dc3aed2cd6224193052ce665dc181658410002000000000000000003bd |  7001.2311(7001231100)                            | 0x621f3eb8fd5653e67afdb1f8a9e00ecd874b66cc9fa5a2cfa0733985196831fe |         |          |
| depositBribe | p-ComposableStable WMATIC/MaticX                                   | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    62    |
|              | 0xcd78a20c597e367a4e478a2411ceb790604d7c8f000000000000000000000c22 |  4415.446(4415446000)                             | 0xcbb8720a0ad5592ac16f8e384579708c9c9c95f42b36186b677ff8ed015b5a1a |         |          |
| depositBribe | b-ComposableStable weETH/WETH                                      | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    63    |
|              | 0xab99a3e856deb448ed99713dfce62f937e2d4d74000000000000000000000118 |  1662.6498(1662649800)                            | 0x1fa5e76578ca2d9cfce1e94a5a1e989f5c48ab1614e760a291e9f8d9e8c335bf |         |          |
| depositBribe | b-ComposableStable WETH/rETH                                       | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    64    |
|              | 0xc771c1a5905420daec317b154eb13e4198ba97d0000000000000000000000023 |  1157.6842(1157684200)                            | 0xc20113e699a8cc094b01a28cda05f42e052b32fb52da0e75677696fa53f414d5 |         |          |
| depositBribe | av-ComposableStable sAVAX/WAVAX                                    | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    65    |
|              | 0xfd2620c9cfcec7d152467633b3b0ca338d3d78cc00000000000000000000001c |  4238.0002(4238000200)                            | 0x914f232c88637f3f301e1309049974e16a8ad3a4ed7989a1dd6cb7199c93ca30 |         |          |
| depositBribe | g-ComposableStable WETH/wstETH                                     | USDC(0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48)  | aura                                                               | 1       |    66    |
|              | 0xbad20c15a773bf03ab973302f61fabcea5101f0a000000000000000000000034 |  8878.1849(8878184900)                            | 0xfa663e35d2750065af9ccb9b839d2dc90eb496bc7a5564d97cafa241904310e0 |         |          |
+--------------+--------------------------------------------------------------------+---------------------------------------------------+--------------------------------------------------------------------+---------+----------+
```
FILENAME: `MaxiOps/feeDistributions/2024-08-01/2024-08-01.json`
MULTISIG: `multisigs/fees (mainnet:0x7c68c42De679ffB0f16216154C996C354cF1161B)`
COMMIT: `e4886f119b7be7eed7299630f1133704ec64b780`
CHAIN(S): `mainnet`
TENDERLY: [`🟩 SUCCESS`](https://www.tdly.co/shared/simulation/86e9e902-27dd-4388-b49f-9abb0f26b447)
```
+---------+----------------------------------------------------------+-------+---------------------------------------------------------------------------------+------------+----------+
| fx_name | to                                                       | value | inputs                                                                          | bip_number | tx_index |
+---------+----------------------------------------------------------+-------+---------------------------------------------------------------------------------+------------+----------+
