id,address,symbol,amp,poolType,poolTypeVersion,tokensList,totalLiquidity,owner,isBrickable,isPausable,isPausableOrBrickable,network,comment
0x133d241f225750d2c92948e464a5a80111920331000000000000000000000476,0x133d241f225750d2c92948e464a5a80111920331,DOLA-bb-e-USD-BPT,200,ComposableStable,3.0,"['0x133d241f225750d2c92948e464a5a80111920331', '0x50cf90b954958480b8df7958a9e965752f627124', '0x865377367054516e17014ccded1e7d814edc9ce4']",813918.0395984575307755025469696605,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x159cb00338fb63f263fd6f621df619cef71da9540000000000000000000004d5,0x159cb00338fb63f263fd6f621df619cef71da954,bb-ma2-USDC,,ERC4626Linear,3.0,"['0x159cb00338fb63f263fd6f621df619cef71da954', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xa5269a8e31b93ff27b887b56720a25f844db0529']",203.7985399656000582789162046204131,,False,False,False,mainnet,to be put in recovery mode by the dao
0x173063a30e095313eee39411f07e95a8a806014e0002000000000000000003ab,0x173063a30e095313eee39411f07e95a8a806014e,50TEMPLE-50bb-a-USD,,Weighted,2.0,"['0x470ebf5f030ed85fc1ed4c2d36b9dd02e77cf1b7', '0xa13a9247ea42d743238089903570127dda72fe44']",51.56317207618868689150241176862429,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x1bd2f176a812e312077bca87e37c08432bb09f3e0000000000000000000005a1,0x1bd2f176a812e312077bca87e37c08432bb09f3e,qETH-bb-a-WETH-BPT,100,ComposableStable,5.0,"['0x1bd2f176a812e312077bca87e37c08432bb09f3e', '0x93ef1ea305d11a9b2a3ebb9bb4fcc34695292e7d', '0xbb6881874825e60e1160416d6c426eae65f2459e']",104371.594983566075855916578569369,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,True,True,mainnet,to be put in recovery mode by emergency multisig
0x20b156776114e8a801e9767d90c6ccccc8adf398000000000000000000000499,0x20b156776114e8a801e9767d90c6ccccc8adf398,bb-yv-USD,2000,ComposableStable,3.0,"['0x20b156776114e8a801e9767d90c6ccccc8adf398', '0x8e6ec57a822c2f527f2df7c7d7d361df3e7530a1', '0x9b1c8407a360443a9e5eca004713e4088fab8ac0', '0xd6e355036f41dc261b3f1ed3bbc6003e87aadb4f']",9.000016318341054943,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x246ffb4d928e394a02e45761fecdba6c2e79b8eb000000000000000000000541,0x246ffb4d928e394a02e45761fecdba6c2e79b8eb,bb-insta-WETH,,ERC4626Linear,3.0,"['0x246ffb4d928e394a02e45761fecdba6c2e79b8eb', '0xa0d3707c569ff8c87fa923d3823ec5d81c98be78', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']",18.72384832282189503055060225533911,,False,False,False,mainnet,to be put in recovery mode by the dao
0x25accb7943fd73dda5e23ba6329085a3c24bfb6a000200000000000000000387,0x25accb7943fd73dda5e23ba6329085a3c24bfb6a,50wstETH-50bb-a-USD,,Weighted,2.0,"['0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0', '0xa13a9247ea42d743238089903570127dda72fe44']",978252.9839709104824429226164082585,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x26c2b83fc8535deead276f5cc3ad9c1a2192e02700020000000000000000056b,0x26c2b83fc8535deead276f5cc3ad9c1a2192e027,OHM/bbaDAI BPT,,Weighted,4.0,"['0x64aa3364f17a4d01c6f1751fd97c2bd3d7e7f1d5', '0x6667c6fa9f2b3fc1cc8d85320b62703d938e4385']",10.070486147842044687637134365168,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,False,True,mainnet,to be put in recovery mode by emergency multisig
0x2b218683178d029bab6c9789b1073aa6c96e517600000000000000000000058c,0x2b218683178d029bab6c9789b1073aa6c96e5176,bb-s-DAI,,ERC4626Linear,4.0,"['0x2b218683178d029bab6c9789b1073aa6c96e5176', '0x6b175474e89094c44da98b954eedeac495271d0f', '0x83f20f44975d03b1b09e64809b757c47f942beea']",2208242.130804239302175664300885322,,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x2ba7aa2213fa2c909cd9e46fed5a0059542b36b00000000000000000000003a3,0x2ba7aa2213fa2c909cd9e46fed5a0059542b36b0,TUSD-bbausd,600,ComposableStable,1.0,"['0x0000000000085d4780b73119b644ae5ecd22b376', '0x2ba7aa2213fa2c909cd9e46fed5a0059542b36b0', '0xa13a9247ea42d743238089903570127dda72fe44']",0.001177852874707728186576357749251584,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x2bbf681cc4eb09218bee85ea2a5d3d13fa40fc0c0000000000000000000000fd,0x2bbf681cc4eb09218bee85ea2a5d3d13fa40fc0c,bb-a-USDT,,AaveLinear,1.0,"['0x2bbf681cc4eb09218bee85ea2a5d3d13fa40fc0c', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0xf8fd466f12e236f4c96f7cce6c79eadb819abf58']",495723.5386376232153227989309675164,,False,False,False,mainnet,pool doesn't implement recovery mode
0x2e52c64fd319e380cdbcfc4577ea1fda558a32e40002000000000000000005ba,0x2e52c64fd319e380cdbcfc4577ea1fda558a32e4,50bb-a-WETH-50YieldETH,,Weighted,4.0,"['0x60d604890feaa0b5460b28a424407c24fe89374a', '0xb5b29320d2dde5ba5bafa1ebcd270052070483ec']",29526.4441015738610789198124822557,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,False,True,mainnet,to be put in recovery mode by emergency multisig
0x2f4eb100552ef93840d5adc30560e5513dfffacb000000000000000000000334,0x2f4eb100552ef93840d5adc30560e5513dfffacb,bb-a-USDT,,AaveLinear,2.0,"['0x2f4eb100552ef93840d5adc30560e5513dfffacb', '0xdac17f958d2ee523a2206206994597c13d831ec7', '0xf8fd466f12e236f4c96f7cce6c79eadb819abf58']",882473.1788124422543761217877124336,,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x2ff1a9dbdacd55297452cfd8a4d94724bc22a5f7000000000000000000000484,0x2ff1a9dbdacd55297452cfd8a4d94724bc22a5f7,bb-i-USDT,,ERC4626Linear,3.0,"['0x2ff1a9dbdacd55297452cfd8a4d94724bc22a5f7', '0x544897a3b944fdeb1f94a0ed973ea31a80ae18e1', '0xdac17f958d2ee523a2206206994597c13d831ec7']",1316700.410883648899030454737051,,False,False,False,mainnet,to be put in recovery mode by the dao
0x3035917be42af437cbdd774be26b9ec90a2bd677000200000000000000000543,0x3035917be42af437cbdd774be26b9ec90a2bd677,80INST-bbWETH20,,Weighted,4.0,"['0x246ffb4d928e394a02e45761fecdba6c2e79b8eb', '0x6f40d4a6237c257fff2db00fa0510deeecd303eb']",18.36178209743325127766370006188739,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x331d50e0b00fc1c32742f151e56b9b616227e23e00000000000000000000047c,0x331d50e0b00fc1c32742f151e56b9b616227e23e,TEST,,AaveLinear,4.0,"['0x331d50e0b00fc1c32742f151e56b9b616227e23e', '0x9805dcfd25e6de36bad8fe9d3fe2c9b44b764102', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']",0,,False,False,False,mainnet,to be put in recovery mode by the dao
0x334c96d792e4b26b841d28f53235281cec1be1f200020000000000000000038a,0x334c96d792e4b26b841d28f53235281cec1be1f2,50rETH-50bb-a-USD,,Weighted,2.0,"['0xa13a9247ea42d743238089903570127dda72fe44', '0xae78736cd615f374d3085123a210448e74fc6393']",58.62879114908017767724806642147882,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x335d1709d4da9aca59d16328db5cd4ea66bfe06b0000000000000000000004d6,0x335d1709d4da9aca59d16328db5cd4ea66bfe06b,bb-ma2-DAI,,ERC4626Linear,3.0,"['0x335d1709d4da9aca59d16328db5cd4ea66bfe06b', '0x36f8d0d0573ae92326827c4a82fe4ce4c244cab6', '0x6b175474e89094c44da98b954eedeac495271d0f']",150.0230512569280951322365309980725,,False,False,False,mainnet,to be put in recovery mode by the dao
0x395d8a1d9ad82b5abe558f8abbfe183b27138af40000000000000000000004e5,0x395d8a1d9ad82b5abe558f8abbfe183b27138af4,TEST,,SiloLinear,1.0,"['0x395d8a1d9ad82b5abe558f8abbfe183b27138af4', '0xbc4099300e69ff4e52f3b18728054ef00449b9e5', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']",0,,False,False,False,mainnet,to be put in recovery mode by the dao
0x3bb22fc9033b802f2ac47c18885f63476f158afc000000000000000000000483,0x3bb22fc9033b802f2ac47c18885f63476f158afc,bb-a-TUSD,,AaveLinear,4.0,"['0x3bb22fc9033b802f2ac47c18885f63476f158afc', '0x0000000000085d4780b73119b644ae5ecd22b376', '0x236f4a95361e03267329a558bdd224b1f95f1377']",0,,False,False,False,mainnet,to be put in recovery mode by the dao
0x3c640f0d3036ad85afa2d5a9e32be651657b874f00000000000000000000046b,0x3c640f0d3036ad85afa2d5a9e32be651657b874f,bb-e-USDT,,EulerLinear,1.0,"['0x3c640f0d3036ad85afa2d5a9e32be651657b874f', '0x4d19f33948b99800b6113ff3e83bec9b537c85d2', '0xdac17f958d2ee523a2206206994597c13d831ec7']",487737.2355000752618441448748071484,,False,False,False,mainnet,pool is already in recovery mode
0x3cdae4f12a67ba563499e102f309c73213cb241c000000000000000000000335,0x3cdae4f12a67ba563499e102f309c73213cb241c,bb-a-USDC,,AaveLinear,2.0,"['0x3cdae4f12a67ba563499e102f309c73213cb241c', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xd093fa4fb80d09bb30817fdcd442d4d02ed3e5de']",0,,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x3dbb8d974b82e82ce79c20c0f5995f4f1f533ede000000000000000000000470,0x3dbb8d974b82e82ce79c20c0f5995f4f1f533ede,zUSD-bb-e-USD-BPT,200,ComposableStable,3.0,"['0x3dbb8d974b82e82ce79c20c0f5995f4f1f533ede', '0x50cf90b954958480b8df7958a9e965752f627124', '0xc56c2b7e71b54d38aab6d52e94a04cbfa8f604fa']",14.99866770434488847690770717653416,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x3f7a7fd7f214be45ec26820fd01ac3be4fc75aa70002000000000000000004c5,0x3f7a7fd7f214be45ec26820fd01ac3be4fc75aa7,50STG 50bb-e-USD,,Weighted,3.0,"['0x326f5834d73a2dc02b3c492e9ef1b24399d430b3', '0x50cf90b954958480b8df7958a9e965752f627124']",0.7514761703072183466503832620397735,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x3fcb7085b8f2f473f80bf6d879cae99ea4de934400000000000000000000056d,0x3fcb7085b8f2f473f80bf6d879cae99ea4de9344,bb-ma3-weth,,ERC4626Linear,4.0,"['0x3fcb7085b8f2f473f80bf6d879cae99ea4de9344', '0x39dd7790e75c6f663731f7e1fdc0f35007d3879b', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']",138.9682074173537781347335303778521,,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x41503c9d499ddbd1dcdf818a1b05e9774203bf46000000000000000000000594,0x41503c9d499ddbd1dcdf818a1b05e9774203bf46,wstETH-bb-a-WETH-BPT,5000,ComposableStable,5.0,"['0x41503c9d499ddbd1dcdf818a1b05e9774203bf46', '0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0', '0xbb6881874825e60e1160416d6c426eae65f2459e']",44081458.35393109769126035011461743,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,True,True,mainnet,to be put in recovery mode by emergency multisig
0x4228290ee9cab692938ff0b4ba303fbcdb68e9f200020000000000000000057d,0x4228290ee9cab692938ff0b4ba303fbcdb68e9f2,50bb-a-WETH-50ETHx,,Weighted,4.0,"['0x60d604890feaa0b5460b28a424407c24fe89374a', '0xa35b1b31ce002fbf2058d22f30f95d405200a15b']",0.01113974828300175506102657392834337,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,False,True,mainnet,to be put in recovery mode by emergency multisig
0x454ed96955d04d2f5cdd05e0fd1c77975bfe5307000000000000000000000410,0x454ed96955d04d2f5cdd05e0fd1c77975bfe5307,bb-a-TUSD,,AaveLinear,3.0,"['0x454ed96955d04d2f5cdd05e0fd1c77975bfe5307', '0x0000000000085d4780b73119b644ae5ecd22b376', '0x236f4a95361e03267329a558bdd224b1f95f1377']",0,,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x481c5fc05d63a58aa2f0f2aa417c021b5d419cb200000000000000000000056a,0x481c5fc05d63a58aa2f0f2aa417c021b5d419cb2,rETH/bbaWETH BPT,500,ComposableStable,4.0,"['0x481c5fc05d63a58aa2f0f2aa417c021b5d419cb2', '0x60d604890feaa0b5460b28a424407c24fe89374a', '0xae78736cd615f374d3085123a210448e74fc6393']",38.77089774268722181664202264518753,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,False,True,mainnet,pool is already in recovery mode
0x483006684f422a9448023b2382615c57c5ecf18f000000000000000000000488,0x483006684f422a9448023b2382615c57c5ecf18f,TUSD-bb-e-USD,600,ComposableStable,3.0,"['0x3bb22fc9033b802f2ac47c18885f63476f158afc', '0x483006684f422a9448023b2382615c57c5ecf18f', '0x50cf90b954958480b8df7958a9e965752f627124']",12.7426816494463815895460716963262,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x4a82b580365cff9b146281ab72500957a849abdc000000000000000000000494,0x4a82b580365cff9b146281ab72500957a849abdc,bb-g-USDC,,GearboxLinear,1.0,"['0x4a82b580365cff9b146281ab72500957a849abdc', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xc411db5f5eb3f7d552f9b8454b2d74097ccde6e3']",3088127.443882898847496707175441,,False,False,False,mainnet,to be put in recovery mode by the dao
0x4c81255cc9ed7062180ea99962fe05ac0d57350b0000000000000000000005a3,0x4c81255cc9ed7062180ea99962fe05ac0d57350b,cbETH-bb-a-WETH-BPT ,1500,ComposableStable,5.0,"['0x4c81255cc9ed7062180ea99962fe05ac0d57350b', '0xbb6881874825e60e1160416d6c426eae65f2459e', '0xbe9895146f7af43049ca1c1ae358b0541ea49704']",251927.9686532107725980181384900758,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,True,True,mainnet,to be put in recovery mode by emergency multisig
0x4c8d2e60863e8d7e1033eda2b3d84e92a641802000000000000000000000040f,0x4c8d2e60863e8d7e1033eda2b3d84e92a6418020,FBP,1500,ComposableStable,1.0,"['0x4c8d2e60863e8d7e1033eda2b3d84e92a6418020', '0x6a1eb2e9b45e772f55bd9a34659a04b6f75da687', '0x82698aecc9e28e9bb27608bd52cf57f704bd1b83']",18.14649713017088067292419663469236,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x4cbde5c4b4b53ebe4af4adb85404725985406163000000000000000000000595,0x4cbde5c4b4b53ebe4af4adb85404725985406163,B-ETHx/bb-a-WETH ,1500,ComposableStable,5.0,"['0x4cbde5c4b4b53ebe4af4adb85404725985406163', '0xa35b1b31ce002fbf2058d22f30f95d405200a15b', '0xbb6881874825e60e1160416d6c426eae65f2459e']",17643782.14496388071996774458984677,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,True,True,mainnet,to be put in recovery mode by emergency multisig
0x4ce0bd7debf13434d3ae127430e9bd4291bfb61f00020000000000000000038b,0x4ce0bd7debf13434d3ae127430e9bd4291bfb61f,50STG-50bb-a-USD,,Weighted,2.0,"['0xa13a9247ea42d743238089903570127dda72fe44', '0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6']",156.12822357996325409612044265042,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x4ce277df0feb5b4d07a0ca2adcf5326e4005239d000000000000000000000518,0x4ce277df0feb5b4d07a0ca2adcf5326e4005239d,TEST,,AaveLinear,5.0,"['0x4ce277df0feb5b4d07a0ca2adcf5326e4005239d', '0x1f3c910c416ed2340150281c5eb93325c38817a1', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']",0,,False,False,False,mainnet,to be put in recovery mode by emergency multisig
0x4fd4687ec38220f805b6363c3c1e52d0df3b5023000200000000000000000473,0x4fd4687ec38220f805b6363c3c1e52d0df3b5023,50wstETH-50bb-euler-USD,,Weighted,3.0,"['0x50cf90b954958480b8df7958a9e965752f627124', '0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0']",24.41952700869994050478391655297204,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x4fd63966879300cafafbb35d157dc5229278ed230000000000000000000000e9,0x4fd63966879300cafafbb35d157dc5229278ed23,bb-a-USD,100,StablePhantom,1.0,"['0x4fd63966879300cafafbb35d157dc5229278ed23', '0x652d486b80c461c397b0d95612a404da936f3db3', '0xa3823e50f20982656557a4a6a9c06ba5467ae908', '0xe6bcc79f328eec93d4ec8f7ed35534d9ab549faa']",305.7490625781292581081963105935702,0x288c09d17a66a49177d3846372ed318ac16a8f42,False,False,False,mainnet,pool doesn't implement recovery mode
0x50cf90b954958480b8df7958a9e965752f62712400000000000000000000046f,0x50cf90b954958480b8df7958a9e965752f627124,bb-euler-USD-BPT,2000,ComposableStable,3.0,"['0x3c640f0d3036ad85afa2d5a9e32be651657b874f', '0x50cf90b954958480b8df7958a9e965752f627124', '0xd4e7c1f3da1144c9e2cfd1b015eda7652b4a4399', '0xeb486af868aeb3b6e53066abc9623b1041b42bc0']",929363.3585579886621300282434660403,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x53bc3cba3832ebecbfa002c12023f8ab1aa3a3a0000000000000000000000411,0x53bc3cba3832ebecbfa002c12023f8ab1aa3a3a0,TUSD BSP,600,ComposableStable,1.0,"['0x454ed96955d04d2f5cdd05e0fd1c77975bfe5307', '0x53bc3cba3832ebecbfa002c12023f8ab1aa3a3a0', '0xa13a9247ea42d743238089903570127dda72fe44']",10.10615600218632510125599774532362,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x5a6a8cffb4347ff7fc484bf5f0f8a2e234d34255000200000000000000000275,0x5a6a8cffb4347ff7fc484bf5f0f8a2e234d34255,50bb-a-USD-50wstETH,,Weighted,1.0,"['0x7b50775383d3d6f0215a8f290f2c9e2eebbeceb2', '0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0']",0.00000000004278607521597162440035736601097666,0xc38c5f97b34e175ffd35407fc91a937300e33860,False,False,False,mainnet,pool doesn't implement recovery mode
0x5b3240b6be3e7487d61cd1afdfc7fe4fa1d81e6400000000000000000000037b,0x5b3240b6be3e7487d61cd1afdfc7fe4fa1d81e64,DOLA BSP,2000,ComposableStable,1.0,"['0x5b3240b6be3e7487d61cd1afdfc7fe4fa1d81e64', '0x865377367054516e17014ccded1e7d814edc9ce4', '0xa13a9247ea42d743238089903570127dda72fe44']",22.54425734241852416838216369077696,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x60683b05e9a39e3509d8fdb9c959f23170f8a0fa000000000000000000000489,0x60683b05e9a39e3509d8fdb9c959f23170f8a0fa,bb-i-USD,2000,ComposableStable,3.0,"['0x2ff1a9dbdacd55297452cfd8a4d94724bc22a5f7', '0x60683b05e9a39e3509d8fdb9c959f23170f8a0fa', '0xbc0f2372008005471874e426e86ccfae7b4de79d', '0xdba274b4d04097b90a72b62467d828cefd708037']",2600467.560420514553300478682868458,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,False,False,False,mainnet,pool is already in recovery mode
0x60d604890feaa0b5460b28a424407c24fe89374a0000000000000000000004fc,0x60d604890feaa0b5460b28a424407c24fe89374a,bb-a-WETH,,ERC4626Linear,3.0,"['0x60d604890feaa0b5460b28a424407c24fe89374a', '0x59463bb67ddd04fe58ed291ba36c26d99a39fbc6', '0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2']",4535049.078879592662095075988294694,,True,False,True,mainnet,to be put in recovery mode by the dao
0x639883476960a23b38579acfd7d71561a0f408cf000200000000000000000505,0x639883476960a23b38579acfd7d71561a0f408cf,50STG-50bbaUSD,,Weighted,3.0,"['0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6', '0xfebb0bbf162e64fb9d0dfe186e517d84c395f016']",12423742.69151480513969023879945569,0xba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1ba1b,True,False,True,mainnet,to be put in recovery mode by emergency multisig
0x652d486b80c461c397b0d95612a404da936f3db30000000000000000000000e7,0x652d486b80c461c397b0d95612a404da936f3db3,bb-a-USDC,,AaveLinear,1.0,"['0x652d486b80c461c397b0d95612a404da936f3db3', '0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48', '0xd093fa4fb80d09bb30817fdcd442d4d02ed3e5de']",96.75329789710660411784619848845237,,False,False,False,mainnet,pool doesn't implement recovery mode
0x6667c6fa9f2b3fc1cc8d85320b62703d938e43850000000000000000000004fb,0x6667c6fa9f2b3fc1cc8d85320b62703d938e4385,bb-a-DAI,,ERC4626Linear,3.0,"['0x6667c6fa9f2b3fc1cc8d85320b62703d938e4385', '0x098256c06ab24f5655c5506a6488781bd711c14b', '0x6b175474e89094c44da98b954eedeac495271d0f']",2202989.883164282943551178306408969,,True,False,True,mainnet,to be put in recovery mode by the dao
0x6a1eb2e9b45e772f55bd9a34659a04b6f75da68700000000000000000000040d,0x6a1eb2e9b45e772f55bd9a34659a04b6f75da687,bb-a-FRAX,,AaveLinear,3.0,"['0x6a1eb2e9b45e772f55bd9a34659a04b6f75da687', '0x3efceb450fb799f67cd97cdc27a0f4cd7b02b63b', '0x853d955acef822db058eb8505911ed77f175b99e']",5.9962842,,False,False,False,mainnet,to be put in recovery mode by emergency multisig
